system:index,LST_Celsius,QC_Day,data,timestamp_utc,.geo
2002_10_24,46.94286274509806,0.0,2002-10-24,1.0354176E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_26,46.973448275862076,0.0,2002-10-26,1.0355904E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_10_31,51.22012562814073,0.0,2002-10-31,1.0360224E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_01,45.525678391959836,0.0,2002-11-01,1.0361088E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_02,47.79831658291461,0.0,2002-11-02,1.0361952E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_03,49.57552763819098,0.0,2002-11-03,1.0362816E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_05,53.37247159090912,0.0,2002-11-05,1.0364544E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_07,52.61886934673371,0.0,2002-11-07,1.0366272E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_09,51.56766331658294,0.0,2002-11-09,1.0368E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_10,49.176281407035205,0.0,2002-11-10,1.0368864E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_11,47.88243718592968,0.0,2002-11-11,1.0369728E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_13,44.900276381909585,0.0,2002-11-13,1.0371456E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_14,50.67666666666671,0.0,2002-11-14,1.037232E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_16,51.104432989690764,0.0,2002-11-16,1.0374048E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_11_21,51.87040201005028,0.0,2002-11-21,1.0378368E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_05,50.33841708542716,0.0,2002-12-05,1.0390464E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2002_12_06,47.907638190954806,0.0,2002-12-06,1.0391328E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
